Tipología cliente	Nombre cliente	cli_rao	Dirección Cliente	Ciudad/poblacion	ZIP	Tipología cliente ok
VARIOS	SAFONT MIRÓ EMILIO JOSE	PIZZERIA LA TOSCANA	000  - PIZZERIA LA TOSCANA - AVENIDA AGRICULTOR, 26 - VALL D UIXÓ, LA	LA VALL D UIXÓ	12600	PIZZERIA/RESTAURANTE
VARIOS	HOME MEAL REPLACEMENT, S.A.	NOSTRUM	000  - NOSTRUM - CARRER ANAIS, S/N - SANT VICENÇ DE CASTELLET	SANT VICENÇ DE CASTELLET	08295	PIZZERIA/RESTAURANTE
VARIOS	TREMANTE POLISE ANDREA	VERACE	000  - VERACE - CARRER FREDERIC MOMPOU, 3 - CAMBRILS	CAMBRILS	43850	PIZZERIA/RESTAURANTE
VARIOS	SORONDO MIREN	MIREN SORONDO	000  - MIREN SORONDO - CALLE ALDAPETA, 4 - VILLABONA	VILLABONA	20150	PIZZERIA/RESTAURANTE
VARIOS	FOOD SALOMON GRUP 2016 S.L.	ALMACÉN BURGER Y PIZZA	000  - ALMACÉN BURGER Y PIZZA - RAMBLA FRANCESC MACIÀ, 10 - Terrassa	Terrassa	08223	PIZZERIA/RESTAURANTE
VARIOS	NAVARRO HASSE FELIPE	ATIPIC	000  - ATIPIC - AV. TARRAONA 1 - VILAFRANCA DEL PENEDES	VILAFRANCA DEL PENEDES	08720	PIZZERIA/RESTAURANTE
VARIOS	GIORDANO VITTORIO	PICCOLA CUCINA ITALIANA	000  - PICCOLA CUCINA ITALIANA - CARRETERA VALLVIDRERA, 86 LA FLORES - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	ABC 1973 NACR, S.L.	PEQUEÑA VENECIA	000  - PEQUEÑA VENECIA - CARRER DE CUBA, 4 - VILANOVA I LA GELTRU	Vilanova I la Gel Tru	08800	PIZZERIA/RESTAURANTE
VARIOS	NOVINTALIA CONNETING, S.L.	NONNE E BISNONNE	000  - NONNE E BISNONNE - PLAÇA DE LA MARE, S/N - MONTGAT	MONTGAT	08390	PIZZERIA/RESTAURANTE
VARIOS	MANUCCIUOLO S.L.	SPORT BAR (BOQUERIA)	000  - SPORT BAR (BOQUERIA) - CARRER BOQUERIA, 26 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	BOTNARI VICTORIA	EL POU	000  - EL POU - AVDA. RAMON OLZINA, 44 - VILA-SECA	VILA-SECA	43480	PIZZERIA/RESTAURANTE
VARIOS	DEGVSTA S.C.P	DEGVSTA S.C.P.	000  - DEGVSTA S.C.P. - CALLE SN VICENTE, 23 - VINARÒS	VINARÒS	12500	PIZZERIA/RESTAURANTE
VARIOS	DELLI CARPINI HERNAND PABLO	METROPOLIS	000  - METROPOLIS - CALLE LA PAZ, 27 - Zaragoza	Zaragoza	50002	PIZZERIA/RESTAURANTE
VARIOS	TRESCA NAZZARENO	PIZZERIA QUE PIZZA	000  - PIZZERIA QUE PIZZA - PLAÇA DE L'ORQUESTA CATALÀ, 1 - MASSANASSA	MASSANASSA	46470	PIZZERIA/RESTAURANTE
VARIOS	LE CIEL DE SANT CUGAT, S.L.	LE CIEL DE SANT CUGAT	000  - LE CIEL DE SANT CUGAT - CARRER ENDAVALLADA, 14 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	PISANO DAVIDE	PIZZERIA LA BELLA VITA	000  - PIZZERIA LA BELLA VITA - P/ CIUTAT DE MALLORCA, 24 BIS - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SUN BEACH AND FOOD S.L.	PIZZERIA IL ROSSO RUZAFA	000  - PIZZERIA IL ROSSO RUZAFA - CALLE CADIZ, 59 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	LATTUCA SANDRO	CASA LATTUCA	000  - CASA LATTUCA - CARRER DE MARQUÉS DE CAMPO, 13-15 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MANOLETE&FRIENDS, S.L.	POSTA (BEBIDAS)	000  - POSTA (BEBIDAS) - PASSEIG D'ISABEL II, 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MARESMA CERVERA S.L.U.	MARESME ALIMENTACIÓ	000  - MARESME ALIMENTACIÓ - CARRER BEAT ORIOL, 15 NAU 5 - MONTCADA I REIXAC	MONTCADA I REIXAC	08110	PIZZERIA/RESTAURANTE
VARIOS	LUPA GOURMET, S.L.	RISTORANTE PIZZ. PORTOFINO	000  - RISTORANTE PIZZ. PORTOFINO - CARRER MONTSERRAT, 26 - CALAFELL	CALAFELL	43820	PIZZERIA/RESTAURANTE
VARIOS	MAURO Y PABLO RADICI TOSCANE, S.L.	RESTAURANTE AVERE FAME	000  - RESTAURANTE AVERE FAME - CARRER CONSELL DE CENT, 139 BAIXOS - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MALATERRA VALTER	MALATERRA VALTER	000  - MALATERRA VALTER -  -	-	-	PIZZERIA/RESTAURANTE
VARIOS	FRATOBE, S.L.	FRATOBE S.L.	000  - FRATOBE S.L. - CALLE SAN POLICARPO,36 - TORREVIEJA	TORREVIEJA	03182	PIZZERIA/RESTAURANTE
VARIOS	C. HEREDEROS JOSE TORRES MESQUIDA	C. HEREDEROS JOSE TORRES MESQUIDA	000  - C. HEREDEROS JOSE TORRES MESQUIDA - POLIG. INDUS. DE CIUTADELLA - CIUTADELLA DE MENORCA	MENORCA	07750	PIZZERIA/RESTAURANTE
VARIOS	PIZZERIA CAMPIDANO S.L.	PIZZERIA CAMPIDANO	000  - PIZZERIA CAMPIDANO - CARRER FERRAN DE QUEROL, 11 LOCAL 3 - TORREDEMBARRA	TORREDEMBARRA	43830	PIZZERIA/RESTAURANTE
VARIOS	CARUSO LEONARDO	PIZZERIA EL TALIANO	000  - PIZZERIA EL TALIANO - AVENIDA SAN VICENTE MARTIR, 113 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	RESTAURANT CA L'ESTRANY, S.L.	RESTAURANT CA L'ESTRANY	000  - RESTAURANT CA L'ESTRANY - CAMI DE COLL DE PORT, 19 - CABRILS	CABRILS	08310	PIZZERIA/RESTAURANTE
VARIOS	METAWAY RESTAURACION, S.L.	PIZZERIA DA ANTONELLA	000  - PIZZERIA DA ANTONELLA - CALLE PALLETER, 33 - Valencia	Valencia	46007	PIZZERIA/RESTAURANTE
VARIOS	DITE LINKAUSKAITE	LA CANTONIERA	000  - LA CANTONIERA - AV. CATALUNYA, 1-13 - TIVISSA	TIVISSA	43746	PIZZERIA/RESTAURANTE
VARIOS	YONGQING WANG	PICCOLO	000  - PICCOLO - C/ INDÚSTRIA, 77 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SERRANO AVILA MONTSERRAT	PECCATI DI GOLA	000  - PECCATI DI GOLA - CARRER LLIBERTAT, 137 - VILANOVA I LA GELTRU	Vilanova I la Gel Tru	08800	PIZZERIA/RESTAURANTE
VARIOS	DISTRIBUCIONES DEL JAMON CEREZO, SL	CEREZO	000  - CEREZO - CARRER CORDOBA, 3 - Terrassa	Terrassa	08223	PIZZERIA/RESTAURANTE
VARIOS	ITALNAP S.L.	PIZZERIA CUORE DI NAPOLI	000  - PIZZERIA CUORE DI NAPOLI - CARRER CORSEGA, 232 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	ZACCARIOTTO FERREIRA FELIPE	ZACCARIOTTO  FERREIRA FELIPE	000  - ZACCARIOTTO  FERREIRA FELIPE - CALLE DE LA TORRE, 63 - A Coruña	A CORUÑA	15003	PIZZERIA/RESTAURANTE
VARIOS	KAVAI INNOVA, S.L.	PIZZERIA LA VIA DE GRACIA	000  - PIZZERIA LA VIA DE GRACIA - CARRER DE GRÀCIA, 16 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	BAÑO BERMUDEZ OSWALDO JOHN	PIZZERIA LOS ARCOS	000  - PIZZERIA LOS ARCOS - CARRER CASANOVA, 207 - PRAT DE LLOBREGAT, EL	PRAT DE LLOBREGAT	08820	PIZZERIA/RESTAURANTE
VARIOS	GAME 47 GRANOLLERS, S.L.	CHIRINGUITO	000  - CHIRINGUITO - AVDA. PAU CASALS - LLINARS DEL VALLES	LLINARS DEL VALLES	08450	PIZZERIA/RESTAURANTE
VARIOS	HAVI LOGISTIC F.S.L. S.L.	HAVI LOGISTIC	000  - HAVI LOGISTIC - CARRETERA DE QUER, 1 - ALOVERA	ALOVERA	19208	quitar
VARIOS	FAMILIA GALLEGO MARTINEZ, S.L.	BRASERIA LA TREVA	000  - BRASERIA LA TREVA - PLAÇA LLEDONERS, 10 - VILANOVA I LA GELTRU	Vilanova I la Gel Tru	08800	PIZZERIA/RESTAURANTE
VARIOS	3 MF FOOD, S.L.	ITALIAN DISTRICT	000  - ITALIAN DISTRICT - CARRER LLULL, 169 A - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TRANSPORTS TRESSERRAS, S.A.	TRANSPORTS TRESSERRAS, S.A.	000  - TRANSPORTS TRESSERRAS, S.A. - CTRA.VALL DE CAMPRODON, KM.2 - VALL DE BIANYA	VALL DE BIANYA	17813	quitar
ALTRES	PANSFOOD, S.A.	PANSFOOD, S.A	039  - ALMACEN CUZCO - CUZCO 26-28 NAU IND.7 SAP.AL3C - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	BASES OCIO, S.L.	PIZPIRETA PARK	000  - PIZPIRETA PARK - AVDA MAS DE CLARIANA, 56 - CAMBRILS	CAMBRILS	43850	PIZZERIA/RESTAURANTE
PIZZERIES/REST.	RISTORANTE PICCOLO NAPOLI	RISTORANTE PICCOLO NAPOLI	000  - RISTORANTE PICCOLO NAPOLI - C. PALENCIA, 29 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	TRATTORIA PIZZERIA PAPPONE	TRATTORIA PIZZERIA PAPPONE	000  - TRATTORIA PIZZERIA PAPPONE - C. CONDESA DE VENADITO, 12 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PA PIZZA,  S.L.	BRESCA	000  - BRESCA - CALLE DE LOS TRES PECES, 20 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	INVERSIONES HERMANOS BERMEJO S.L.U	RESTAURANTE ROBERTINOS	000  - RESTAURANTE ROBERTINOS - ANASTACIO NIETO, 1-2 - COLLADO VILLALBA	COLLADO VILLALBA	28400	PIZZERIA/RESTAURANTE
VARIOS	TECNICAS DE HOSTELERIA ZURBANO, S.L	RISTORANTE LA NICOLETTA ZURBANO	000  - RISTORANTE LA NICOLETTA ZURBANO - ZURBANO, 45 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	MARIO SANTORI	MARIO SANTORI	000  - MARIO SANTORI - C/ RIOS ROSAS, 57 (LICEO ITALIANO) - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PAULINO, S.L.	CASA PAULINO	000  - CASA PAULINO - CALLE ALONSO CANO, 34 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	FABIO PERLA	FABIO PERLA	000  - FABIO PERLA - CALLE DE OÑA, 173 8/2 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PEPE NERO	PEPE NERO	000  - PEPE NERO - CALLE FERRAZ, 37 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	TRATTORIA BRERA, S.L.U	LA TRATTORIA DI BRERA	000  - LA TRATTORIA DI BRERA - CALLE DE MENORCA, 44 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	 CARUSO SALVATORE	CARUSSO	000  - CARUSSO - C/ ESCORIAL, 1 - LAS ROZAS	LAS ROZAS	28231	PIZZERIA/RESTAURANTE
VARIOS	RICCI FRANCESCO	ALL' ITALIANA (Eras)	000  - ALL' ITALIANA (Eras) - C/ ERAS, 5 - VILLAVICIOSA DE ODON	VILLAVICIOSA DE ODON	28760	PIZZERIA/RESTAURANTE
VARIOS	HERAS PORTILLO, S.L.	PIZZERIA EL RUEDO	000  - PIZZERIA EL RUEDO - C/ VIA CRUCIS, 10 - EL ALAMO	EL ALAMO	28607	PIZZERIA/RESTAURANTE
VARIOS	EL RINCÓN DE MALASAÑA, S.L.	EL RINCÓN	000  - EL RINCÓN - C/ ESPIRITU SANTO, 26 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	 NANNERINI PAOLO	TRATTORIA PICCOLO MIO	000  - TRATTORIA PICCOLO MIO - AVDA ADOLFO SUAREZ, 17 - BOADILLA DEL MONTE	BOADILLA DEL MONTE	28660	PIZZERIA/RESTAURANTE
VARIOS	REGINELLA RISTORANTE, S.L.	REGINELLA RISTORANTE, S.L.	000  - REGINELLA RISTORANTE, S.L. - C/ MODESTO LAFUENTE, 76 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	 FARAJIMOJARRAD ALIREZA	BLACK AND WHITE	000  - BLACK AND WHITE - CALLE CRISTO, 22 - VILLANUEVA DE LA CAÑADA	VILLANUEVA DE LA CAÑADA	28691	PIZZERIA/RESTAURANTE
VARIOS	PIUTRENTANOVE RISTOBAR, S.L.	PIUTRETANOVE	000  - PIUTRETANOVE - C/ PEDRO MUGURUZA, 1 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	TOMMASINO PIZZORANTE S.L.	TOMMASINO PIZZORANTE	000  - TOMMASINO PIZZORANTE - CASTILLA LEON, 14 - ARROYOMOLINOS	ARROYOMOLINOS	28939	PIZZERIA/RESTAURANTE
VARIOS	LA GATA CAROLA, S.L.	LA BARBACANA	000  - LA BARBACANA - PL. BARBACANA, s/n - BOADILLA DEL MONTE	BOADILLA DEL MONTE	28660	PIZZERIA/RESTAURANTE
VARIOS	EXPERTIXE ADVISORY GROUP, S.L.	COR & COR  DONADOS	000  - COR & COR  DONADOS - CALLE DONADOS, 2 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	SCOTTO ROSATO EMANUELE	NAPOLI DEI BORBONI	000  - NAPOLI DEI BORBONI - C/ INSPECTOR JUAN  ANTONIO BUENO, 4 - Alcorcón	Alcorcón	28925	PIZZERIA/RESTAURANTE
VARIOS	IMSA ESPERANZA, S.L.	KEBAB ESPERANZA	000  - KEBAB ESPERANZA - AVDA DE ESPAÑA, 24 - SAN SEBASTIAN DE LOS REYES	SAN SEBASTIÁN DE LOS REYES	28703	PIZZERIA/RESTAURANTE
VARIOS	WHY NOT CDM 1, S.L.	NEW WHY NOT?	000  - NEW WHY NOT? - CALLE COPENAGHE, 12 - LAS ROZAS	LAS ROZAS	28231	PIZZERIA/RESTAURANTE
VARIOS	AQUILES CASTILLO SUAREZ	FRAY PIZZAS	000  - FRAY PIZZAS - C/ OÑATE, 13 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	CANO Y SESMA, S.L.	BARRA 56	000  - BARRA 56 - CALLE GOYA, 1 - MAJADAHONDA	MAJADAHONDA	28220	PIZZERIA/RESTAURANTE
VARIOS	RESTAURACION FINA MADRID, S.L.	FINA CATALINA	000  - FINA CATALINA - CALLE CASTELLÓ, 1 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	MARQUEZ MARCANO HELBERT ALEXANDER	LA MARGARITEÑA PIZZERIA	000  - LA MARGARITEÑA PIZZERIA - C/ GUTIERREZ DE CETINA, 107 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	BLOCKSAVE, S.L.	ABOCA RESTOBAR	000  - ABOCA RESTOBAR - CALLE TAMPICO, 34 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	SOSTENIBILIDAD RENOVABLE, S.L.	RESTAURANTE VICOOL	000  - RESTAURANTE VICOOL - CALLE HUERTAS, 12 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	 CIULLA PIETRO	PIETRO CIULLA	000  - PIETRO CIULLA - C/ JUAN RAMON JIMÉNEZ, 1 - BOADILLA DEL MONTE	BOADILLA DEL MONTE	28660	PARTICULARES
VARIOS	TIENDAS EL TENDERO, S.L.	DE TEMPORADA	000  - DE TEMPORADA - NAVE DE HOSTELERIA, PUESTO 21 - Madrid	Madrid	28001	TIENDA
VARIOS	 MARTINEZ VILLACORTA IVAN ANTONIO	CERVECERIA POLAR	000  - CERVECERIA POLAR - CALLE OLITE, 43 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	MONTOYA MESA LILIANA MARIA	PIZZERIA NAPOLI NAPOLI	000  - PIZZERIA NAPOLI NAPOLI - CALLE ALONSO CANO, 93 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	TIENDAS EL TENDERO, S.L.	DE TEMPORADA SANCHINARRO	000  - DE TEMPORADA SANCHINARRO - AVENIDA DE MADRID MERCAMADRID,S/N - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	VICENTE ANTON RAFAEL	RAFAEL VICENTE	000  - RAFAEL VICENTE -  - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	BERTOLUZZO ETRA	ETRA BERTOLUZZO	000  - ETRA BERTOLUZZO -  -	-	-	PIZZERIA/RESTAURANTE
VARIOS	RICA FER RESTAURACION S.L.	AS DE BASTOS	000  - AS DE BASTOS - CALLE DOCTOR BASTOS, 9 - MAJADAHONDA	MAJADAHONDA	28220	PIZZERIA/RESTAURANTE
VARIOS	SANTO BRYAN ALESSIO	LA PIZZA È BELLA	000  - LA PIZZA È BELLA - CALLE PALOS DE LA FRONTERA, 38 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	WINE TALE LLM, S.L.	WINE TALE	000  - WINE TALE - CALLE DE CARRANZA, 6 PISO 5  IZQ, - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	IL FORNO DI BOADILLA, S.L.	IL FORNO DI BOADILLA	000  - IL FORNO DI BOADILLA - C/ MARTIRES, 4 LOCAL 2 A1 - BOADILLA DEL MONTE	BOADILLA DEL MONTE	28660	PIZZERIA/RESTAURANTE
VARIOS	COELLO & BAR, S.L.	CARMEN BAR	000  - CARMEN BAR - CALLE CLAUDIO COELLO, 61 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	GUERRA HERNANDEZ LUISA ALEJANDRA	CORAGGIO D'ORO	000  - CORAGGIO D'ORO - CALLE ESCOSURA, 12 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	ATENEA AZCA S.L.U	NICOLETTA AZCA	000  - NICOLETTA AZCA - PLAZA MANUEL GOMEZ, S/N - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PIZZERIA SAVASTANO, S.L.	PIZZERIA SAVASTANO, S.L.	000  - PIZZERIA SAVASTANO, S.L. - C/ DUQUE WLLINGTON, 6 - Vitoria	Vitoria	01007	PIZZERIA/RESTAURANTE
VARIOS	QUADRA PANIS, S.A.	QUADRA PANIS	000  - QUADRA PANIS - AVDA  VALDELAPARDA, 59 - Alcobendas	Alcobendas	28100	PIZZERIA/RESTAURANTE
VARIOS	FAST WEEKEND, S.L.	FASTWEEKEND	000  - FASTWEEKEND - CALLE ALBASANZ, 68 LOCAL BAJO - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	BORNAS Y GARCIA, S.L.	PIZZERIA PEYBOR	000  - PIZZERIA PEYBOR - C/ FERRAZ, 10 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	TU PIZZA RETIRO, S.L.	TU PIZZA	000  - TU PIZZA - CALLE ALCALDE SAINZ DE BARANDA, 17 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	SANCHEZ ROMERO FELIX	CARNICERIA FELIX SANCHEZ ROMERO	000  - CARNICERIA FELIX SANCHEZ ROMERO - CALLE MANUEL SANDOVAL, 2 - TORREJON DE ARDOZ	TORREJON DE ARDOZ	28850	TIENDA
VARIOS	MANSILLA NANCY ELISABETH	PIACERE MIO	000  - PIACERE MIO - COMUNIDAD DE LA RIOJA, 3 - LAS ROZAS	LAS ROZAS	28231	PIZZERIA/RESTAURANTE
VARIOS	MAS DE MEDIO SALCHICHON, S.L.	IL TIRAMISU	000  - IL TIRAMISU - AVDA DE LA ONU, 20 - Móstoles	Móstoles	28934	PIZZERIA/RESTAURANTE
VARIOS	HINSDALE INVEST, S.L.	CANTINA ROO	000  - CANTINA ROO - CALLE LOPEZ HOYOS, 13 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PIZZA E VIA, S.L.	CUORE PAZZO	000  - CUORE PAZZO - CALLE BARQUILLO, 42 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	LE DODO BISTRO, S.L.	LETTERA 22	000  - LETTERA 22 - CALLE VICTOR HUGO, 1 LOCAL 3 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	DITERLIZZI MIGUEL	LAGARTIJA GASTROBAR	000  - LAGARTIJA GASTROBAR - CALLE ESTEBAN COLLANTES, 6 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	ATENEA AZCA S.L.U.	LA NICOLETTA BILBAO	000  - LA NICOLETTA BILBAO - CALLE ALAMEDA MAZARREDO, 6 - Bilbao	Bilbao	48014	PIZZERIA/RESTAURANTE
VARIOS	ATENEA AZCA, S.L.U.	LA NICOLETTA VALLADOLID	000  - LA NICOLETTA VALLADOLID - CC. RÍO SHOPING - ARROYO DE LA ENCOMIENDA	ARROYO DE LA ENCOMIENDA	47195	PIZZERIA/RESTAURANTE
VARIOS	BIANCOS MAYORES S.L.	CASA BLANCO	000  - CASA BLANCO - C/ ESCALERILLA DE PIEDRA, 2 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	CARNICAS PICAZO Y CUADRADO S.L.	CANICERIA SELECTA ORGAZ	000  - CANICERIA SELECTA ORGAZ - PLAZA MANUEL RODRIGO, 12 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	GIUDECCA RESTAURANTS, S.L.U	PIZZA JARDIN CC. KINEPOLIS	000  - PIZZA JARDIN CC. KINEPOLIS - CALLE EDGAR NEVILLE, 2 - Pozuelo de Alarcón	Alarcón	16214	PIZZERIA/RESTAURANTE
VARIOS	EFEGETE RESTAURANTS S.L.U	PIZZA JARDIN CC MORALEJA GREEN	000  - PIZZA JARDIN CC MORALEJA GREEN - AVDA. EUROPA, 10 PLANTA H - ALCOBENDAS	ALCOBENDAS	28100	PIZZERIA/RESTAURANTE
VARIOS	ALTRAVOLTA RESTAURANTS, S.L.U.	PIZZA JARDIN SAN FRANCISCO SALES	000  - PIZZA JARDIN SAN FRANCISCO SALES - CALLE SAN FRANCISCO SALES, 25 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	DUEVOLTE RESTAURANTS, S.L.U.	PIZZA JARDIN AVDA DE ESPAÑA	000  - PIZZA JARDIN AVDA DE ESPAÑA - AVDA ESPAÑA, 78 - MAJADAHONDA	MAJADAHONDA	28220	PIZZERIA/RESTAURANTE
VARIOS	PIERSANTE MASSIMILIANO	LA TABERNA MAMA LUCIA	000  - LA TABERNA MAMA LUCIA - CALLE LAS NORIAS, 14 - MAJADAHONDA	MAJADAHONDA	28220	PIZZERIA/RESTAURANTE
VARIOS	PALAZZO IVAN WALTER	CIAO RAGAZZI	000  - CIAO RAGAZZI - CALLE LONJA DE LA SEDA, 25 - MADRID	MADRID	28001	PIZZERIA/RESTAURANTE
VARIOS	HOSTELERIA REVERSO 2016, S.L.	LE CHATEAU DE L'ENTRECOTE	000  - LE CHATEAU DE L'ENTRECOTE - AVDA. DE LOS ANDES, 8 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	ANTOINETTE CALLAO, S.L.	BRASSERIE ANTOINETTE	000  - BRASSERIE ANTOINETTE - CALLE PRECIADOS, 34 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	BUSUTIL MANUEL	LA BUENA CERVEZA	000  - LA BUENA CERVEZA - CALLE PELAYO, 5 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	ATENEA AZCA S.L.U.	NICOLETTA BARQUILLO	000  - NICOLETTA BARQUILLO - CALLE BARQUILLO, 30 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PANZERA PAOLA	LA CAPRICIOSA	000  - LA CAPRICIOSA - CALLE DE LAS MALDONADAS, 4 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	ALBAPLATA SICILI FOOD, S.L.	SICILIOSO	000  - SICILIOSO - CALLE ALCALA, 145 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	LLORENTE MARTINEZ MARIA ELENA	SOUFFLÉ GASTROBAR	000  - SOUFFLÉ GASTROBAR - AVDA. UNION EUROPEA, 12 LOCAL - TORREJON DE ARDOZ	TORREJON DE ARDOZ	28850	PIZZERIA/RESTAURANTE
VARIOS	ORENTAS CASTELLANA S.L.U	TABERNA DE CASTELLANA	000  - TABERNA DE CASTELLANA - PASEO DE LA CASTELLANA, 117 - MADRID	MADRID	28001	PIZZERIA/RESTAURANTE
VARIOS	SEMPRE CALDO, S.L.	LETTTERA 22 PADILLA	000  - LETTTERA 22 PADILLA - CALLE PADILLA, 63 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	COMPAÑIA VIDRIERA LUSO ESPAÑOLA, SL	LA TREGUA	000  - LA TREGUA - CALLE DE LA PEDRIZA, 6 - Pozuelo de Alarcón	Alarcón	16214	PIZZERIA/RESTAURANTE
VARIOS	TIGELLA ITALIAN GROUP, S.L.	BRESCA (PRINCIPE PIO)	000  - BRESCA (PRINCIPE PIO) - C.C. PRINICIPE PIO - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	PICKNICK CATERING, S.L.	ARROCERIA FORMENTERA	000  - ARROCERIA FORMENTERA - AVENIDA VALDELAPARRA, 49 - Alcobendas y La Moraleja	LA MORALEJA	28055	PIZZERIA/RESTAURANTE
VARIOS	IN BOCA AL LUPO RESTAURACION, S.L.	RUGANTINO	000  - RUGANTINO - CALLE VELAZQUEZ, 136 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	LA LASAGNA DI PATRIZIA, S.L.	LA LASAGNA DI PATRIZIA	000  - LA LASAGNA DI PATRIZIA - CALLE ATENAS, 2 - Pozuelo de Alarcón	Alarcón	16214	PIZZERIA/RESTAURANTE
VARIOS	TIGELLA ITALIAN GROUP S.L.	BRESCA  (3 PECES)	000  - BRESCA  (3 PECES) - CALLE DE LOS TRES PECES, 20 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	LAB. PASTAS F. BRANCALEONE, S.L.	LAB. PASTAS FRESCAS B RANCALEONE,	000  - LAB. PASTAS FRESCAS B RANCALEONE, - CALLE BUSTAR VIEJO, 1 C - Alcorcón	Alcorcón	28925	PIZZERIA/RESTAURANTE
VARIOS	LAMBOGLIA SAPORITO ARMANDO	PRONTO'S PIZZA	000  - PRONTO'S PIZZA - CALLE MAUDES, 23 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
VARIOS	CORSALINI MICHELE	LA PIZZA É BELLA	000  - LA PIZZA É BELLA - CALLE PALOS DE LA FRONTERA, 38 - Madrid	Madrid	28001	PIZZERIA/RESTAURANTE
